==========identifier start==========
以A级或更高评价<BR/>完成了斗技大会的大部分任务
以S级<BR/>完成了斗技大会的大部分任务
完成了村庄所有的★1与★2任务
完成了村庄所有的★3与★4任务
完成了村庄所有的★5与★6任务
完成了集会所所有的★1、★2与★3任务
完成了集会所大部分的★4与★5任务
完成了集会所大部分的★6与★7任务
完成除少数任务以外<BR/>村庄★1到★6与集会所★1到★7的所有任务<BR/>（除训练任务和斗技大会）
为贝鲁纳村做出巨大贡献
为贝鲁纳村做出巨大贡献
为贝鲁纳村做出巨大贡献
为贝鲁纳村做出巨大贡献
为贝鲁纳村做出巨大贡献
为可可特村做出巨大贡献
为可可特村做出巨大贡献
为可可特村做出巨大贡献
为可可特村做出巨大贡献
为可可特村做出巨大贡献
为波凯村做出巨大贡献
为波凯村做出巨大贡献
为波凯村做出巨大贡献
为波凯村做出巨大贡献
为波凯村做出巨大贡献
为结云村做出巨大贡献
为结云村做出巨大贡献
为结云村做出巨大贡献
为结云村做出巨大贡献
为结云村做出巨大贡献
HR达到4
HR达到4
HR达到4
HR达到4
HR达到4
HR达到4
HR达到4
HR达到4
HR达到4
HR达到4
HR达到4
HR达到4
HR达到4
HR达到4
HR达到4
HR达到4
HR达到4
HR达到4
HR达到4
HR达到4
HR达到4
HR达到4
HR达到4
HR达到4
HR达到4
HR达到4
HR达到4
HR达到4
HR达到4
HR达到4
HR达到8
HR达到8
HR达到8
HR达到8
HR达到8
HR达到8
HR达到8
HR达到8
HR达到8
HR达到8
HR达到8
HR达到8
HR达到8
HR达到8
HR达到8
HR达到8
HR达到8
HR达到8
HR达到8
HR达到8
HR达到8
HR达到8
HR达到8
HR达到8
HR达到8
HR达到8
HR达到8
HR达到8
HR达到8
HR达到8
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
HR达到999
成为所属于龙历院的猎人
成为所属于龙历院的猎人
成为所属于龙历院的猎人
成为所属于龙历院的猎人
成为所属于龙历院的猎人
成为所属于龙历院的猎人
成为所属于龙历院的猎人
成为所属于龙历院的猎人
成为所属于龙历院的猎人
成为所属于龙历院的猎人
成为所属于龙历院的猎人
成为所属于龙历院的猎人
成为所属于龙历院的猎人
成为所属于龙历院的猎人
成为所属于龙历院的猎人
成为所属于龙历院的猎人
成为所属于龙历院的猎人
成为所属于龙历院的猎人
成为所属于龙历院的猎人
成为所属于龙历院的猎人
成为所属于龙历院的猎人
成为所属于龙历院的猎人
成为所属于龙历院的猎人
成为所属于龙历院的猎人
成为所属于龙历院的猎人
成为所属于龙历院的猎人
成为所属于龙历院的猎人
成为所属于龙历院的猎人
成为所属于龙历院的猎人
成为所属于龙历院的猎人
狩猎了电龙<BR/>拯救了可可特村
狩猎了电龙<BR/>拯救了可可特村
狩猎了电龙<BR/>拯救了可可特村
狩猎了电龙<BR/>拯救了可可特村
狩猎了电龙<BR/>拯救了可可特村
狩猎了电龙<BR/>拯救了可可特村
狩猎了电龙<BR/>拯救了可可特村
狩猎了电龙<BR/>拯救了可可特村
狩猎了电龙<BR/>拯救了可可特村
狩猎了电龙<BR/>拯救了可可特村
狩猎了电龙<BR/>拯救了可可特村
狩猎了电龙<BR/>拯救了可可特村
狩猎了电龙<BR/>拯救了可可特村
狩猎了电龙<BR/>拯救了可可特村
狩猎了电龙<BR/>拯救了可可特村
狩猎了电龙<BR/>拯救了可可特村
狩猎了电龙<BR/>拯救了可可特村
狩猎了电龙<BR/>拯救了可可特村
狩猎了电龙<BR/>拯救了可可特村
狩猎了电龙<BR/>拯救了可可特村
狩猎了电龙<BR/>拯救了可可特村
狩猎了电龙<BR/>拯救了可可特村
狩猎了电龙<BR/>拯救了可可特村
狩猎了电龙<BR/>拯救了可可特村
狩猎了电龙<BR/>拯救了可可特村
狩猎了电龙<BR/>拯救了可可特村
狩猎了电龙<BR/>拯救了可可特村
狩猎了电龙<BR/>拯救了可可特村
狩猎了电龙<BR/>拯救了可可特村
狩猎了电龙<BR/>拯救了可可特村
狩猎了巨兽<BR/>拯救了波凯村
狩猎了巨兽<BR/>拯救了波凯村
狩猎了巨兽<BR/>拯救了波凯村
狩猎了巨兽<BR/>拯救了波凯村
狩猎了巨兽<BR/>拯救了波凯村
狩猎了巨兽<BR/>拯救了波凯村
狩猎了巨兽<BR/>拯救了波凯村
狩猎了巨兽<BR/>拯救了波凯村
狩猎了巨兽<BR/>拯救了波凯村
狩猎了巨兽<BR/>拯救了波凯村
狩猎了巨兽<BR/>拯救了波凯村
狩猎了巨兽<BR/>拯救了波凯村
狩猎了巨兽<BR/>拯救了波凯村
狩猎了巨兽<BR/>拯救了波凯村
狩猎了巨兽<BR/>拯救了波凯村
狩猎了巨兽<BR/>拯救了波凯村
狩猎了巨兽<BR/>拯救了波凯村
狩猎了巨兽<BR/>拯救了波凯村
狩猎了巨兽<BR/>拯救了波凯村
狩猎了巨兽<BR/>拯救了波凯村
狩猎了巨兽<BR/>拯救了波凯村
狩猎了巨兽<BR/>拯救了波凯村
狩猎了巨兽<BR/>拯救了波凯村
狩猎了巨兽<BR/>拯救了波凯村
狩猎了巨兽<BR/>拯救了波凯村
狩猎了巨兽<BR/>拯救了波凯村
狩猎了巨兽<BR/>拯救了波凯村
狩猎了巨兽<BR/>拯救了波凯村
狩猎了巨兽<BR/>拯救了波凯村
狩猎了巨兽<BR/>拯救了波凯村
狩猎了泡狐龙<BR/>拯救了结云村
狩猎了泡狐龙<BR/>拯救了结云村
狩猎了泡狐龙<BR/>拯救了结云村
狩猎了泡狐龙<BR/>拯救了结云村
狩猎了泡狐龙<BR/>拯救了结云村
狩猎了泡狐龙<BR/>拯救了结云村
狩猎了泡狐龙<BR/>拯救了结云村
狩猎了泡狐龙<BR/>拯救了结云村
狩猎了泡狐龙<BR/>拯救了结云村
狩猎了泡狐龙<BR/>拯救了结云村
狩猎了泡狐龙<BR/>拯救了结云村
狩猎了泡狐龙<BR/>拯救了结云村
狩猎了泡狐龙<BR/>拯救了结云村
狩猎了泡狐龙<BR/>拯救了结云村
狩猎了泡狐龙<BR/>拯救了结云村
狩猎了泡狐龙<BR/>拯救了结云村
狩猎了泡狐龙<BR/>拯救了结云村
狩猎了泡狐龙<BR/>拯救了结云村
狩猎了泡狐龙<BR/>拯救了结云村
狩猎了泡狐龙<BR/>拯救了结云村
狩猎了泡狐龙<BR/>拯救了结云村
狩猎了泡狐龙<BR/>拯救了结云村
狩猎了泡狐龙<BR/>拯救了结云村
狩猎了泡狐龙<BR/>拯救了结云村
狩猎了泡狐龙<BR/>拯救了结云村
狩猎了泡狐龙<BR/>拯救了结云村
狩猎了泡狐龙<BR/>拯救了结云村
狩猎了泡狐龙<BR/>拯救了结云村
狩猎了泡狐龙<BR/>拯救了结云村
狩猎了泡狐龙<BR/>拯救了结云村
狩猎了斩龙<BR/>拯救了贝鲁纳村
狩猎了斩龙<BR/>拯救了贝鲁纳村
狩猎了斩龙<BR/>拯救了贝鲁纳村
狩猎了斩龙<BR/>拯救了贝鲁纳村
狩猎了斩龙<BR/>拯救了贝鲁纳村
狩猎了斩龙<BR/>拯救了贝鲁纳村
狩猎了斩龙<BR/>拯救了贝鲁纳村
狩猎了斩龙<BR/>拯救了贝鲁纳村
狩猎了斩龙<BR/>拯救了贝鲁纳村
狩猎了斩龙<BR/>拯救了贝鲁纳村
狩猎了斩龙<BR/>拯救了贝鲁纳村
狩猎了斩龙<BR/>拯救了贝鲁纳村
狩猎了斩龙<BR/>拯救了贝鲁纳村
狩猎了斩龙<BR/>拯救了贝鲁纳村
狩猎了斩龙<BR/>拯救了贝鲁纳村
狩猎了斩龙<BR/>拯救了贝鲁纳村
狩猎了斩龙<BR/>拯救了贝鲁纳村
狩猎了斩龙<BR/>拯救了贝鲁纳村
狩猎了斩龙<BR/>拯救了贝鲁纳村
狩猎了斩龙<BR/>拯救了贝鲁纳村
狩猎了斩龙<BR/>拯救了贝鲁纳村
狩猎了斩龙<BR/>拯救了贝鲁纳村
狩猎了斩龙<BR/>拯救了贝鲁纳村
狩猎了斩龙<BR/>拯救了贝鲁纳村
狩猎了斩龙<BR/>拯救了贝鲁纳村
狩猎了斩龙<BR/>拯救了贝鲁纳村
狩猎了斩龙<BR/>拯救了贝鲁纳村
狩猎了斩龙<BR/>拯救了贝鲁纳村
狩猎了斩龙<BR/>拯救了贝鲁纳村
狩猎了斩龙<BR/>拯救了贝鲁纳村
完成超过100次任务
完成超过1000次任务
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
通过交易窗口购买
